stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
16040613,,"Krikaskóli",,64.163313,-21.687658,,,0,,,,
16040614,,"Dælustöðvarvegur",,64.158347,-21.670779,,,0,,,,
16040615,,"Reykjabyggð",,64.155738,-21.663995,,,0,,,,
16040616,,"Lágafellsskóli",,64.165884,-21.725818,,,0,,,,
16040617,,"Reykjavegur",,64.153855,-21.65753,,,0,,,,
16040618,,"Dælustöðvarvegur",,64.158349,-21.670577,,,0,,,,
16040619,,"Háholt",,64.167237,-21.693797,,,0,,,,
16040620,,"FMOS",,64.16593,-21.702089,,,0,,,,
16040621,,"Reykjabyggð",,64.1557821174627,-21.6639075700859,,,0,,,,
16040622,,"Krikaskóli",,64.164059,-21.689208,,,0,,,,
16040624,,"Bæjarás",,64.171424,-21.677768,,,0,,,,
16040625,,"Lágafell",,64.1607780403207,-21.7195195069781,,,0,,,,
16040626,,"Lágafell",,64.1610835548314,-21.7197697163752,,,0,,,,
16040634,,"Varmárskóli",,64.169968,-21.692647,,,0,,,,
16040635,,"Skeiðholt",,64.1696530641305,-21.6998814075743,,,0,,,,
16040636,,"Álfatangi",,64.170266,-21.708993,,,0,,,,
16040637,,"Brekkutangi",,64.169378,-21.715147,,,0,,,,
16040638,,"Bollatangi",,64.168442,-21.717853,,,0,,,,
16040639,,"Lágafellsskóli",,64.166032,-21.72591,,,0,,,,
16040641,,"Skálatún",,64.159296,-21.725839,,,0,,,,
16040649,,"Klapparhlíð",,64.162987,-21.728159,,,0,,,,
16040650,,"Völuteigur",,64.160714,-21.68113,,,0,,,,
16040651,,"Völuteigur",,64.161111,-21.681836,,,0,,,,
16040652,,"Bæjarás",,64.170692,-21.679204,,,0,,,,
16040653,,"Leirvogstunga",,64.183772,-21.682118,,,0,,,,
16040655,,"Reykjalundur",,64.162784,-21.66382,,,0,,,,
16040656,,"Tjaldanes",,64.180301,-21.635617,,,0,,,,
16040657,,"Mosfell",,64.180536,-21.619704,,,0,,,,
16040658,,"Roðamói",,64.180738,-21.606306,,,0,,,,
16040659,,"Laxnes",,64.180337,-21.590415,,,0,,,,
